ID Vino,Tipologia Vino,Tipologia Produttore,Produttore,Tipologia Agricoltura,Tipologia Vinificazione,Terroir,Disciplinare,Etichetta,Vigna_Clos_Lieu-Dit_Climat,Uvaggio,Millesimo,Dimensione Bottiglia,Dosaggio,Data Imbottigliamento,Mesi sui Lieviti,Data Sboccatura,Distributore
825,Metodo Champenoise,RM,Vincent Cuillier,,,,Champagne,Blanc de Sable,,100% Chard,2018,"0,75",pas dosè,,36,02/2022,
826,Metodo Champenoise,RM,Vouette & Sorbè,Biologica,,Aube - Buxieres su Arce,Champagne,Fidele,,100% PN,NV (base 09),"0,75",pas dosè,,24,10/2012,Moon Import
827,Metodo Champenoise,RM,Vouette & Sorbè,Biologica,,Aube - Buxieres su Arce,Champagne,Fidele,,100% PN,NV (base 13),"0,75",pas dosè,,24,2/2016,Moon Import
828,Metodo Champenoise,RM,Vouette & Sorbè,Biologica,,Aube - Buxieres su Arce,Champagne,Fidele,,100% PN,NV (base 17),"0,75",pas dosè,,24,11/2019,Moon Import
829,Metodo Champenoise,RM,Vouette & Sorbè,Biologica,,Aube - Buxieres su Arce,Champagne,Fidele,,100% PN,NV (base 19),"0,75",pas dosè,,24,11/2022,Moon Import
830,Metodo Champenoise,RM,Vouette & Sorbè,Biologica,,Aube - Buxieres su Arce,Champagne,Fidele,,100% PN,NV (base 20),"0,75",pas dosè,,24,11/2023,Moon Import
831,Metodo Champenoise,RM,Vouette & Sorbè,Biologica,,Aube - Buxieres su Arce,Champagne,Sobre,,100% Chard,NV (base 14),"0,75",pas dosè,,96,10/2023,Moon Import
832,Metodo Champenoise,RM,Vouette & Sorbè,Biologica,,Aube - Buxieres su Arce,Champagne,Blanc d'Argile,,100% Chard,NV (base 17),"0,75",pas dosè,2018,24,5/2020,Moon Import
833,Metodo Champenoise,RM,Vouette & Sorbè,Biologica,,Aube - Buxieres su Arce,Champagne,Blanc d'Argile,,100% Chard,NV (Base 18),"0,75",pas dosè,2019,15,11/2020,Moon Import
834,Metodo Champenoise,RM,Vouette & Sorbè,Biologica,,Aube - Buxieres su Arce,Champagne,Blanc d'Argile,,100% Chard,NV (Base 19),"0,75",pas dosè,,,3/2022,Moon Import
835,Metodo Champenoise,RM,Vouette & Sorbè,Biologica,,Aube - Buxieres su Arce,Champagne,Textures,,100% Pinot Blanc,NV (Base 18),"0,75",pas dosè,2019,15,11/2020,Moon Import
836,Metodo Champenoise,RM,Waris Hubert,,,Cotè des Blancs - Avize,Champagne,Lilyale,,100% Chard,NV (base 18),"0,75",0 g/l,,32,01/2022,Le Bollicine
837,Metodo Champenoise,RM,Waris Hubert,,,Cotè des Blancs - Avize,Champagne,Lilyale,,100% Chard,NV (base 18),"0,75",0 g/l,,40,12/2022,Le Bollicine
838,Metodo Champenoise,RM,Waris Hubert,,,Cotè des Blancs - Avize,Champagne,Lilyale,,100% Chard,NV (base 18),"0,75",0 g/l,,48,03/2023,Le Bollicine
839,Metodo Champenoise,RM,Waris Hubert,,,Cotè des Blancs - Avize,Champagne,Lilyale,,100% Chard,NV (base 18),"0,75",0 g/l,2019,50,05/2023,Le Bollicine
840,Metodo Champenoise,RM,Waris Hubert,,,Cotè des Blancs - Avize,Champagne,Cuvee Sans Sulfites Ajoutes Parcelle Les Hauts Buquets,,100% Chard,NV (Base 18),"0,75","4,3 g/l",,36,04/2022,Le Bollicine
841,Metodo Champenoise,RM,Waris Hubert,,,Cotè des Blancs - Avize,Champagne,Cuvee Sans Sulfites Ajoutes Parcelle Les Hauts Buquets,,100% Chard,NV (base 19),"0,75","4,3 g/l",,24,09/2022,Le Bollicine
842,Metodo Champenoise,RM,Waris Hubert,,,Cotè des Blancs - Avize,Champagne,Cuvee Sans Sulfites Ajoutes Parcelle Les Hauts Buquets,,100% Chard,NV (base 19),"0,75","4,3 g/l",2020,48,01/2024,Le Bollicine
843,Metodo Champenoise,RM,Waris Hubert,,,Cotè des Blancs - Avize,Champagne,Blanche,,100% Chard,2017,"0,75","3,1 g/l",,56,01/2023,Le Bollicine
844,Metodo Champenoise,RM,Waris Hubert,,,Cotè des Blancs - Avize,Champagne,Clos de la Corneille,,100% Chard,2012,"0,75",pas dosè,2013,108,01/2022,Le Bollicine
845,Metodo Champenoise,RM,Waris Hubert,,,Cotè des Blancs - Avize,Champagne,Sophos,,100% Chard,2016,"0,75",4 g/l,2017,68,01/2023,Le Bollicine
846,Metodo Champenoise,RM,Waris Hubert,,,Cotè des Blancs - Avize,Champagne,Sophos,,100% Chard,2016,"0,75",4 g/l,2017,72,10/2023,Le Bollicine
847,Metodo Champenoise,RM,Waris-Larmandier,,,Cotè des Blancs - Avize,Champagne,Recines de Trois,,60% Chard - 30% PN - 10% Meu,NV (base 18),"0,75",9 g/l,,,,
848,Metodo Champenoise,RM,Waris-Larmandier,,,Cotè des Blancs - Avize,Champagne,Recines de Trois,,60% Chard - 30% PN - 10% Meu,NV (base 19),"0,75",6 g/l,,,12/2022,
849,Metodo Champenoise,RM,Waris-Larmandier,,,Cotè des Blancs - Avize,Champagne,Particules Crayeuses,,100% Chard,NV,"0,75",10-12 g/l,,,12/2019,
850,Metodo Champenoise,RM,Waris-Larmandier,,,Cotè des Blancs - Avize,Champagne,Particules Crayeuses,,100% Chard,NV,"0,75",5 g/l,,,12/2021,
851,Metodo Champenoise,RM,Waris-Larmandier,,,Cotè des Blancs - Avize,Champagne,Les Montchenevaux au Levant,,100% Chard,2014,"0,75",pas dosè,,,,
852,Metodo Champenoise,RM,Waris-Larmandier,,,Cotè des Blancs - Avize,Champagne,Les Bauves,,100% Chard,2014,"0,75",pas dosè,,,,
853,Metodo Champenoise,RM,Waris-Larmandier,,,Cotè des Blancs - Avize,Champagne,Les Terres des Buissons,,100% Chard,2014,"0,75",pas dosè,,,,
854,Metodo Champenoise,RM,Waris-Larmandier,,,Cotè des Blancs - Avize,Champagne,Haute Voleè,,PN - Meu,NV,"0,75",5 g/l,,,,
855,Metodo Champenoise,RM,Waris-Larmandier,,,Cotè des Blancs - Avize,Champagne,L'Istant de Passions,,80% Chard - 20% PN,NV,"0,75",5 g/l,,,,
856,Metodo Champenoise,RM,Yves Ruffin,,,,Champagne,Millesime,,80% Chard - 20% PN,2013,"0,75",,,,,GluGulp
857,Metodo Champenoise,RM,Yves Ruffin,,,,Champagne,Premier Cru ,,80% PN - 20% Chard,NV,"0,75",5 g/l,,,11/2021,GluGulp
858,,,Chateau de Beru,Biodinamica,Naturale,Chablis,Chablis,Clos Beru Monopole,,100% Chard,2015,"0,75",,,,,Audisio Vini
859,,,Domaine 47°N3°E Guillaume Michaut,,,Chablis,Petit Chablis,Petit Chablis,,100% Chard,2022,"0,75",,,,,
860,,Vigneron,Domaine Alice et Olivier de Moor,,,Chablis,Chablis,Chablis Coteau de Rosette,,100% Chard,2020,"0,75",,,,,
861,,,Domaine Bernard Defaix,,,Chablis,Chablis,Cuvee Vieille Vigne,,100% Chard,2021,"0,75",,,,,
862,,,Domaine Billaud-Simon,,,Chablis,Chablis Grand Cru,Vaudesir,,100% Chard,2021,"0,75",,,,,
863,,,Domaine George,,,Chablis,Chablis,Chablis Vieilles Vignes,,100% Chard,2020,"0,75",,,,,
864,,Vigneron,Domaine Pattes Loup,,,Chablis,Chablis,Thomas Pico Vent d'Ange,,100% Chard,2021,"0,75",,,,,
865,,,Domaine Pattes Loup,,,Chablis,Chablis 1er Cru,Thomas Pico Chablis Butteaux 1er Cru,,100% Chard,2018,"0,75",,,,,
866,,,Domaine William Fevre,,,Chablis,Chablis Grand Cru,Valmur,,100% Chard,2019,"0,75",,,,,
867,,,Domaine William Fevre,,,Chablis,Chablis Grand Cru,Valmur,,100% Chard,2021,"0,75",,,,,
868,,,Domaine William Fevre,,,Chablis,Chablis Grand Cru,Les Clos,,100% Chard,2021,"0,75",,,,,
869,,,Gerard Tremblay,,,Chablis,Chablis Grand Cru,Vaudesir,,100% Chard,2022,"0,75",,,,,Alser
870,,,Isabelle et Denis Pommier,,,Chablis,Chablis 1er Cru,Fourchaume,,100% Chard,2020,,,,,,
871,,,Jean-Paul & Benoit Droin,,,Chablis,Chablis 1er Cru,Montee de Tonnerre,,100% Chard,2019,"0,75",,,,,
872,,,La Chablisienne (cooperativa),,,Chablis,Chablis 1er Cru,Voulorent,,100% Chard,2019,,,,,,
873,,,Pascal Bouchard,,,Chablis,Chablis,Le Classic,,100% chard,2023,"0,75",,,,,
874,,,Sebastien Dampt,,,Chablis,Chablis,Chablis,,100% Chard,2023,"0,75",,,,,
875,,,Albert Grivault,,,Borgogna,Borgogna - Pommard 1er Cru,Pommard Clos Blanc,,100% PN,2020,"0,75",,,,,
876,,,Antoine Petitprez,,,Borgogna,Borgogna - Savigny-Les-Baune ,Les Bas Liards,,100% PN,2020,,,,,,
877,,,Antonio Quari,,,Borgogna,Borgogna - Ladoix,Ladoix - Les Briquottes,,100% PN,2022,"0,75",,,,,
878,,,Armand Heitz,,,Borgogna,Borgogna - Saint-Romain,Saint-Romain - Combe Bazin,,100% Chard,2019,"0,75",,,,,
879,,,Aurelien Verdet,,,Borgogna,Borgogna - Gevrey-Chambertin,Gevrey-Chambertin,,100% PN,2020,,,,,,
880,,,Aurore Bachelet,,,Borgogna,Borgogna - Maranges 1er Cru,Maranges Premier Cru Les Clos Roussots,,100% PN,2021,"0,75",,,,,
881,,,Benoit Ente,,,Borgogna,Borgogna ,Bourgogne,,100% Chard,2020,"0,75",,,,,
882,,,Benoit Ente,,,Borgogna,Borgogna ,Bourgogne,,100% Chard,2021,"0,75",,,,,
883,,,Benoit Ente,,,Borgogna,Borgogna - Poligny-Montrachet  ,Poligny Montrachet,,100% Chard,2019,"0,75",,,,,
884,,,Chantereves,,,Borgogna,Borgogna - Savigny-Les-Beaune,Savigny-Les-Beaune Dessus de Montchenevoy,,100%PN,2021,"0,75",,,,,
885,,,Charles Van Canneyt,,,Borgogna,Borgogna - Morey-Saint-Denis Rouge,Morey-Saint-Denis,,100% PN,2019,,,,,,
886,,,Clos du Moulin aux Moines,,,Borgogna,Bourgogne - Chorey-Les-Beaune,Chorey-Les-Beaune Les Beaumonts,,100% PN,2021,,,,,,
887,,,Clos du Moulin aux Moines,,,Borgogna,Bourgogna - Auxey-Duresses,Auxey-Duresses - Clos du Moulin Aux Moines,,100% PN,2020,"0,75",,,,,
888,,,David Duband,,,Borgogna,Borgogna,Bourgogne,,100% PN,2020,"0,75",,,,,Cuziol - Borgogna Mon Amour
889,,,David Duband,,,Borgogna,Borgogna,Bourgogne,,100% PN,2021,"0,75",,,,,Cuziol - Borgogna Mon Amour
890,,,Domaine Amiot-Srevelle,,,Borgogna,Borgogna - Chambolle-Musigny,Chambolle-Musigny  ,,100% PN,2018,"0,75",,,,,
891,,,Domaine Anne Gros,,,Borgogna,Borgogna,Bourgogne Pinot Noir,,100% PN,2021,"0,75",,,,,
892,,,Domaine Antoine Lienhardt,,,Borgogna,Borgogna,Bourgogne Pinot Noir,,100% PN,2021,"0,75",,,,,
893,,,Domaine Arnoux-Lachaux,,,Borgogna,Borgogna - Vosne-Romanee - Les Chaumes 1er Cru,Les Chaumes,,100% PN,2014,"0,75",,,,,Cordero
894,,,Domaine Bart,,,Borgogna,Borgogna - Fixin - Premier Cru,Les Hervelets,,100% PN,2021,"0,75",,,,,
895,,,Domaine Belancourt,,,Borgogna,Bourgogne - Rouge,Bourgogne Pinot Noir,,100% PN,2020,"0,75",,,,,
896,,,Domaine Bernard & Thierry Glantenay,,,Borgogna,Borgogna - Volnay 1er Cru,Volnay 1er Cru Les Brouillards,,100% PN,2021,"0,75",,,,,
897,,,Domaine Bertagna,,,Borgogna,Borgogna - Vosne-Romanee Premier Cru,Les Beaux Monts,,100% PN,2019,"0,75",,,,,Pellegrini
898,,,Domaine Berthelemot,,,Borgogna,Borgogna - Pernand-Vergelesses,Pernand-Vergelesses Premier Cru,,100% Chard,2020,"0,75",,,,,
899,,,Domaine Bertrand Bachelet,,,Borgogna,Borgogna - Chassagne-Monrachet,Chassagne-Monrachet,,100% PN,2021,"0,75",,,,,
900,,,Domaine Boris Champy,,,Borgogna,Borgogna - Savigny-Les-Beaune,Savigny-Les-Beaune Petit Aigle,,100% PN,2019,"0,75",,,,,
901,,,Domaine Bruno Clair,,,Borgogna,Borgogna - Vosne-Romanèe,Vosne-Romanèe Les Champs Perdrix,,100% PN,2015,"0,75",,,,,Grandi Bottiglie
902,,,Domaine Castagnier,,,Borgogna,Borgogna - Clos de Vougeot,Clos de Vougeot Grand Cru,,100% PN,2019,"0,75",,,,,
903,,,Domaine Chavy-Chouet,,,Borgogna,Borgogna Rouge,Bourgogne Rouge ò La Taupe,,100% PN,2022,"0,75",,,,,
904,,,Domaine Chevalier,,,Borgogna,Borgogna - Ladoix,Ladoix,,100% Chard,2020,"0,75",,,,,
905,,,Domaine Chevillon,,,Borgogna,Borgogna - Nuits-St. George,Nuits-St. George - Les Vaucrains - 1er Cru,,100% PN,2019,"0,75",,,,,
906,,,Domaine Christian Clerget,,,Borgogna,Borgogna - Chambolle-Musigny Les Charmes 1er Cru,Chambolle-Musisgny Les Charmes,,100% PN,2020,"0,75",,,,,
907,,,Domaine Coffinet-Duvernay,,,Borgogna,Borgogna - Chassagne-Montrachet - Les Champsgains 1er Cru,Chassagne-Montrachet - Les Champsgains 1er Cru,,100% Chard,2021,"0,75",,,,,Cuzziol
908,,,Domaine Collotte,,,Borgogna,Borgogna - Marsannay - Blanc,Marsannay,,100% Chard,2020,"0,75",,,,,
909,,,Domaine de la Bongran,,,Borgogna,Borgogna - Virè-Classè, Cuvèe Emile-Jean Thevenet - Botrytis,,100% Chard,2019,"0,75",,,,,
910,,,Domaine de la Cras - Marc Soyard,,,Borgogna,Borgogna,l'Equilibriste,,100% PN,2022,"0,75",,,,,La Maison del vino
911,,,Domaine de la Cras - Marc Soyard,,,Borgogna,Vin de France (Borgougne),H......n 2018,,100% PN,2018,"0,75",,,,,La Maison del vino
912,,,Domaine de la Cras - Marc Soyard,,,Borgogna,Borgogna,Hermanion,,100% PN,2021,"0,75",,,,,La Maison del vino
913,,,Domaine de la Vougeraie,,,Borgogna,Borgogna - Vougeot 1er Cru,Le Clos Blanc de Vougeot Monopole,,100% Chard,2019,Mag,,,,,
914,,,Domaine de la Vougeraie,,,Borgogna,Borgogna - Chambolle-Musigny,Chambolle Musigny,,100% PN,2019,"0,75",,,,,
915,,,Domaine de Montille,,,Borgogna,Borgogna - Corton-Charlemagne,Corton-Charlemagne Grand Cru,,100% Chard,2021,"0,75",,,,,Crurated
916,,,Domaine des Chezeaux,,,Borgogna,Borgogna - Griotte-Chambertin Grand Cru,Griotte-Chambertin Grand Cru,,100% PN,2018,"0,75",,,,,
917,,,Domaine Duband,,,Borgogna,Borgogna - Nuits-St. George,Nuits-St. Georges,,100% PN,2020,"0,75",,,,,Cuziol
918,,,Domaine Duband,,,Borgogna,Borgogna - Nuits-St. George,Nuits-St. Georges - Les Proces - 1er Cru,,100% PN,2020,"0,75",,,,,Cuziol
919,,,Domaine Duband,,,Borgogna,Borgogna - Gevrey-Chambertin,Charmes-Chambertin - Grand Cru,,100% PN,2020,"0,75",,,,,Cuziol
920,,,Domaine Dugat-Py,,,Borgogna,Borgogna - Gevrey-Chambertin,Petite Chapelle - Premier Cru,,100% PN,2007,"0,75",,,,,
921,,,Domaine Dujac,,,Borgogna,Borgogna - Puligny-Montrachet 1er Cru Les Folatieres,Puligny-Montrachet 1er Cru Les Folatieres,,100% Chard,2019,"0,75",,,,,Cuziol
922,,,Domaine Dureil-Janthial,,,Borgogna,Borgogne - Rully,Rully,,100% Chard,2021,"0,75",,,,,
923,,,Domaine Fourrier,,,Borgogna,Borgogna - Gevrey-Chambertin ,Gevrey-Chambertin Vieilles Vignes,,100% PN,2021,"0,75",,,,,
924,,,Domaine Gaentet-Pansiot,,,Borgogna,Borgogna - Fixin Rouge,Entre Deux Velles,,100% PN,2021,"0,75",,,,,
925,,,Domaine Geantet-Pansiot,,,Borgogna,Borgogna - Hautes-Cotes de Nuits,Bourgogne - Hautes-Cotes de Nuits,,100% PN,2020,"0,75",,,,,
926,,,Domaine Gilbert et Christine Feletting,,,Borgogna,Borgogna - Chambolle Musigny,Chambolle-Musigny Vieilles Vignes,,100% PN,2021,"0,75",,,,,
927,,,Domaine Gilles Guerrin,,,Borgogna,Borgogna - Pouilly-Fuisse,Pouilly-Fuisse - Vieilles Vignes,,100% Chard,2019,"0,75",,,,,Cuzziol
928,,,Domaine Henri Boillot,,,Borgogna,Borgogna - Echezeaux Grand Cru,Echezeaux Grand Cru,,100% PN,2020,"0,75",,,,,Cuzziol
929,,,Domaine Henri Boillot,,,Borgogna,Borgogna - Meursault,Meursault,,100% Chard,2022,"0,75",,,,,Cuzziol
930,,,Domaine Henri Gouges,,,Borgogna,Borgogna - Nuits-Saint-Georges 1er Cru,Nuits-Saint-Georges Clos des Porrets St-Georges 1er Cru,,100% PN,2017,Mag,,,,,
931,,,Domaine Henri Magnien,,,Borgogna,Borgogna - Gevrey-Chambertin,Gevrey_Chambertin,,100% PN,2022,"0,75",,,,,
932,,,Domaine Henri Magnien,,,Borgogna,Borgogna - Gevrey-Chambertin 1er Cru,Les Champeaux,,100% PN,2021,"0,75",,,,,
933,,,Domaine Henri Rebourseau,,,Borgogna,Borgogna - Gevrey-Chambertin,Gevrey-Chambertin,,100% PN,2019,"0,75",,,,,
934,,,Domaine Heresztyn-Mazzini,,,Borgogna,Borgogna - Chambolle-Musigny,Chambolle-Musigny,,100% PN,2021,"0,75",,,,,Cuziol
935,,,Domaine Hubert Lamy,,,Borgogna,Borgogna - Saint-Aubin - Clos  de la Chateniere 1er Cru,Saint-Aubin - Clos  de la Chateniere 1er Cru Vieilles Vignes,,100% Card,2021,"0,75",,,,,
936,,,Domaine Hudelot-Noellat,,,Borgogna,Borgogna - Nuits-Saint-Georges,Nuits-Saints-Georges - Les Bas De Combes,,100% PN,2020,"0,75",,,,,
937,,,Domaine J. A. Ferret,,,Borgogna,Borgogna - Pouilly-Fuissè,Pouilly-Fuissè,,100% Chard,2020,"0,75",,,,,Gaia Distribuzione
938,,,Domaine Jean-Claude Ramonet,,,Borgogna,Borgogna - Bouzeron,Bouzeron,,100% Aligotè,2021,"0,75",,,,,
939,,,Domaine J.J. Confuron,,,Borgogna,Borgogna - Cote de Nuits - Village - Blanc,La Montagne,,100% Chard,2021,"0,75",,,,,
940,,,Domaine Joannes Violot-Guillemard,,,Borgogna,Borgogna - Hautes-Cotes de Beaune,Hautes-Cotes de Beaune,,100% PN,2021,"0,75",,,,,
941,,,Domaine Joblot,,,Borgogna,Borgogna - Givry Rouge 1er Cru,Givry 1er Cru Servoisine,,100% PN,2022,"0,75",,,,,
942,,,Domaine Joseph Drouhin,,,Borgogna,Borgogna - Beaune Rouge 1er Cru,Beaune Rouge 1er Cru Clos des Mouches,,100% PN,2021,"0,75",,,,,
943,,,Domaine Joseph Roty,,,Borgogna,Borgogna - Marsannay Rouge,Cuvee des Boivins,,100% PN,2020,"0,75",,,,,
944,,,Domaine Joseph Voillot,,,Borgogna,Borgogna - Volnay 1er Cru,Volnay 1er Cru Les Fremiets,,100% PN,2021,"0,75",,,,,Teatro del Vino
945,,,Domaine Lecheneaut,,,Borgogna,Borgogna - Nuits-Saint-Georges,Nuits-Saint-Georges,,100% PN,2020,"0,75",,,,,
946,,,Domaine Lucien Muzard,,,Borgogna,Borgogna - Santenay,Santenay - Champs Claude,,100% Chard,2022,"0,75",,,,,
947,,,Domaine Marc Colin,,,Borgogna,Borgogna - Saint-Aubin Blanc 1er Cru,Saint-Aubin 1er Cru - En Remilly,,100% Chard,2021,"0,75",,,,,
948,,,Domaine Marc Colin,,,Borgogna,Borgogna - Saint-Aubin Blanc 1er Cru,Saint-Aubin 1er Cru - La Chanteniere,,100% Chard,2018,"0,75",,,,,
949,,,Domaine Marc Roy,,,Borgogna,Borgogna - Gevrey-Chambertin,Clos Prieur,,100% PN,2016,"0,75",,,,,
950,,,Domaine Matrot,,,Borgogna,Borgogna - Poligny-Montrachet - Les Combettes 1er Cru,Poligny-Montrachet - Les Combettes 1er Cru,,100% Chard,2019,"0,75",,,,,
951,,,Domaine Maxime Dubuet-Boillot,,,Borgogna,Borgogna - Monthelie 1er Cru,Monthelie 1er Cru - Les Riottes,,100% PN,2021,"0,75",,,,,
952,,,Domaine Meo-Camuzet,,,Borgogna,Borgogna - Hautes-Cotes-de-Nuits,Clos Saint-Philibert,,100% Chard,2020,"0,75",,,,,Sarzi
953,,,Domaine Meo-Camuzet,,,Borgogna,Borgogna - Vosne-Romanèe 1er Cru,Vosne-Romanèe Premier Cru,,100% PN,2019,"0,75",,,,,Sarzi
954,,,Domaine Naudin-Ferrand,,,Borgogna,Vin de France,Le Clou 34,,100% Aligotè,2020,"0,75",,,,,Parcelle B
955,,,Domaine Olivier Jouan,,,Borgogna,Borgogna - Morey-Saint-Denis Rouge 1er Cru,La Riotte Vielles Vignes,,100% PN,2019,"0,75",,,,,
956,,,Domaine Paul Pernot,,,Borgogna,Borgogna - Bienvenues Batard-Montrachet Grand Cru,Bienvenues Batard-Montrachet,,100% Chard,2021,"0,75",,,,,Borgogna Mon Amour
957,,,Domaine Pavelot,,,Borgogna,Bourgogna - Pernand-Vergelesses,Pernand-Vergeles,,100% PN,2022,"0,75",,,,,Materi.it
958,,,Domaine Pierre Girardin,,,Borgogna,Borgogna - Vosne-Romanee,Vosne-Romanee,,100% PN,2021,"0,75",,,,,
959,,,Domaine Pierre Labet,,,Borgogna,Borgogna - Beaune 1er Cru,Beaune 1er Cru Coucherias,,100% PN,2020,"0,75",,,,,Gaia Distribuzione
960,,,Domaine Pierre Morey,,,Borgogna,Borgogna - Meursault,Meursault Les Tesson,,!00% Chard,2019,"0,75",,,,,
961,,,Domaine Ponsot,,,Borgogna,Borgogna - Morey-Saint-Denis Blanc Premier Cru,Clos de Monts Luisants,,100% Aligotè,2020,"0,75",,,,,
962,,Vigneron,Domaine Prieure Roch,,,Borgogna,Borgogna ,Pinoterie,,100% PN,2011,"0,75",,,,,
963,,Vigneron,Domaine Prieure Roch,,,Borgogna,Borgogna -Vosne-Romanèe 1er Cru Les Suchots,Les Suchots,,100% PN,2014,"0,75",,,,,
964,,,Domaine Rion,,,Borgogna,Borgogna - Hotes Cotes de Nuits,Les Millotes,,100% Chard,2021,mag,,,,,
965,,,Domaine Rion,,,Borgogna,Borgogna - Chambolle-Musigny,Aux Beaux Bruns,,100% PN,2021,Mag,,,,,
966,,,Domaine Rion,,,Borgogna,Borgogna - Savigny-les-Beaune,Les Picotins,,100% PN,2021,Mag,,,,,
967,,,Domaine Robert Chevillon,,,Borgogna,Borgogna - Nuits-Saint-Georges 1er Cru,Nuits-Saint-Georges Les Chaignots 1er Cru,,100% PN,2021,"0,75",,,,,
968,,,Domaine Robert Groffier,,,Borgogna,Borgogne Passetoutgrains Rouge,Borgogne Passetoutgrains Rouge,,75% PN - 25% Gamay,2019,"0,75",,,,,
969,,,Domaine Rossignol-Trapet,,,Borgogna,Borgogna,Bourgogne,,100% PN,2020,"0,75",,,,,
970,,,Domaine Rossignol-Trapet,,,Borgogna,Bogogna - Gevrey-Chambertin,Gevrey-Chambertin Vieilles Vignes,,100% PN,2020,"0,75",,,,,
971,,,Domaine Rougeot père et fils,,,Borgogna,Bourgogne - Aligoté,Les Plumes,,100% Aligoté,2021,,,,,,
972,,,Domaine Rougeot père et fils,,,Borgogna,Bourgogne - Meursault,Sous Lavelle,,100% Chard,2020,,,,,,
973,,,Domaine Roulot,,,Borgogna,Borgogna - Monthelie 1er Cru,Monthelie 1er Cru - Les Riottes,,100% Chard,2018,"0,75",,,,,
974,,,Domaine Tessier,,,Borgogna,Borgogna - Meursault - Les Charmes Dessus 1er Cru,Meursault - Les Charmes Dessus 1er Cru,,100% Chard,2019,"0,75",,,,,
975,,,Domaine Thierry & Pascal Matrot,,,Borgogna,Borgogna - Blagny 1er Cru,Blagny 1er Cru - La Piace sous Le Bois,,100% PN,2021,"0,75",,,,,
976,,,Domaine Thierry Mortet,,,Borgogna,Borgogna - Gevrey-Chambertin,Gevrey-Chambertin,,100% PN,2020,"0,75",,,,,
977,,,Domaine Tupinier-Bautista,,,Borgogna,Borgogna - Mercurey,Mercurey Clos de Touches,,100% PN,2021,"0,75",,,,,
978,,,Gilbert et Christine Felettig,,,Borgogna,Borgogna - Chambolle Musigny,Chambolle-Musigny Clos le Village,,100% PN,2021,"0,75",,,,,
979,,,Labet & Dechelette,,,Borgogna,Borgogna - Clos-Vougeot Grand Cru,Chateau de la Tour Clos-Vougeot,,100% PN,2020,"0,75",,,,,
980,,,La Maison Romaine,,,Borgogna,Borgogna - Cote de Nuits - Village,Cote de Nuits ,,100% PN,2021,"0,75",,,,,
981,,,Les Heritiers du Comte Lafon,,,Borgogna,Borgogna - Macon-Bussieres,Macon-Bussieres,,100% Chard,2021,"0,75",,,,,
982,,Vigneron,Lou Dumont - Nakada Koji,,,borgogna,Borgogna - Gevrey-Chambertin,Gevrey-Chambertin,,100% PN,2020,"0,75",,,,,Wine Alchemist Morwine.it
983,,Vigneron,Lou Dumont - Nakada Koji,,,Borgogna,Borgogna - Mersault,Mersault,,100% Chard,2020,"0,75",,,,,Wine Alchemist Morwine.it
984,,Vigneron,Lou Dumont - Nakada Koji,,,Borgogna,Borgogna  ,Bourgogne,,100% PN,2020,,,,,,Wine Alchemist Morwine.it
985,,Vigneron,Lou Dumont - Nakada Koji,,,Borgogna,Borgogna - Passe-Tout-Grains,Bourgogne Passe -Tout - Grains,,80% PN - 20% Gamet,2021,,,,,,Wine Alchemist Morwine.it
986,,Vigneron,Lou Dumont - Nakada Koji,,,Borgogna,Borgogna - Marsannay,Marsannay,,100% PN,2020,"0,75",,,,,Wine Alchemist Morwine.it
987,,Vigneron,Lou Dumont - Nakada Koji,,,Borgogna,Borgogna - Chambolle-Musigny,Chambolle Musigny,,100% PN,2021,"0,75",,,,,Wine Alchemist Morwine.it
988,,,Louis Jadot,,,Borgogna,Borgogna - Chassagne-Montrachet,Chassagne-Montrachet,,100% Chard,2020,,,,,,Gaia Distribuzione
989,,,Louis Jadot,,,Borgogna,Borgogna - Corton-Pougets,Corton-Pougets Grand Cru,,100% PN,2019,"0,75",,,,,Gaia Distribuzione
990,,,Louis Jadot,,,Borgogna,BOrgogna - Volnay  ,Volnay,,100% PN,2021,"0,75",,,,,Gaia Distribuzione
991,,,Louis Jadot,,,Borgogna,Borgogna - Clos Vogeot Grand Cru,Clos Vogeot Grand Cru,,100% PN,2012,"0,75",,,,,Gaia Distribuzione
992,,,Jean-MichelGuillon & Fils,Rispettosa,,Borgogna,Borgogna,Bourgogne - Les Graviers,,100% PN,2020,"0,75",,,,,
993,,,Jean-Pierre Guyon,,,Borgogna,Borgogna - Chorey Les Beaune,Les Bons Ores,,100% PN,2022,"0,75",,,,,
994,,,Joseph Colin,,,Borgogna,Borgogna - Chassagne-Montrachet,Chassagne-Mortrachet,,100% Chard,2020,"0,75",,,,,
995,,,Marthe Henry-Boillot,,,Borgogna,Borgogna,Bourgogne Pinot Noir,,100% PN,2020,,,,,,
996,,,Nicole Lamarche,,,Borgogna,Borgogna - Vosne-Romanee - Les Chaumes 1er Cru,Vosne-Romanee - Les Chaumes 1er Cru,,100% PN,2020,"0,75",,,,,
997,,,Petit Roy,,,Borgogna,Bourgogne,Bourgogne De Sousa,,100% PN,2020,"0,75",,,,,
998,,,Philippe Bergeret,,,Borgogna,Borgogna - Pommard ,Pommard,,100% PN,2019,,,,,,
999,,,Philippe Chavy,,,Borgogna,Borgogna - Mersault,Mersault,,100% Chard,2021,,,,,,
